timestamp,server_id,role,region,cpu_usage_pct,memory_usage_pct,disk_io_mbs,network_latency_ms,packet_loss_pct,error_rate_5xx,active_connections,temperature_celsius,incident_type,is_anomaly,failure_within_1h
2026-08-01 09:20:00,srv-web-01,Web Server,sa-east-1,21.31,39.95,7.85,29.89,0.005,0.019,159,48.0,None,0,0
2026-08-01 09:28:00,srv-web-01,Web Server,sa-east-1,23.88,41.03,12.81,29.92,0.016,0.003,169,50.0,None,0,0
2026-08-01 09:36:00,srv-web-01,Web Server,sa-east-1,27.16,41.2,18.8,32.73,0.026,0.011,159,51.4,None,0,0
2026-08-01 09:44:00,srv-web-01,Web Server,sa-east-1,25.65,42.16,16.67,29.56,0.034,0.037,154,50.7,None,0,0
2026-08-01 09:52:00,srv-web-01,Web Server,sa-east-1,22.75,42.48,18.28,29.05,0.044,0.015,168,50.0,None,0,0
2026-08-01 10:00:00,srv-web-01,Web Server,sa-east-1,28.77,42.54,6.19,27.9,0.025,0.007,147,54.1,None,0,0
2026-08-01 10:08:00,srv-web-01,Web Server,sa-east-1,25.81,42.89,20.59,25.51,0.095,0.02,111,52.6,None,0,0
2026-08-01 10:16:00,srv-web-01,Web Server,sa-east-1,25.94,42.55,19.67,34.49,0.09,0.031,137,50.2,None,0,0
2026-08-01 10:24:00,srv-web-01,Web Server,sa-east-1,27.75,41.77,16.92,29.01,0.057,0.042,175,51.2,None,0,0
2026-08-01 10:32:00,srv-web-01,Web Server,sa-east-1,23.98,41.56,14.39,30.74,0.01,0.026,171,52.3,None,0,0
2026-08-01 10:40:00,srv-web-01,Web Server,sa-east-1,26.44,46.71,12.8,27.51,0.008,0.048,105,53.2,None,0,0
2026-08-01 10:48:00,srv-web-01,Web Server,sa-east-1,27.35,43.24,18.11,27.76,0.028,0.019,153,52.5,None,0,0
2026-08-01 10:56:00,srv-web-01,Web Server,sa-east-1,26.81,43.75,12.8,30.97,0.034,0.019,190,50.9,None,0,0
2026-08-01 11:04:00,srv-web-01,Web Server,sa-east-1,21.71,43.13,17.06,32.22,0.036,0.01,147,49.6,None,0,0
2026-08-01 11:12:00,srv-web-01,Web Server,sa-east-1,21.68,40.38,20.93,30.19,0.017,0.009,142,52.1,None,0,0
2026-08-01 11:20:00,srv-web-01,Web Server,sa-east-1,24.35,40.66,15.61,29.51,0.028,0.011,145,51.7,None,0,0
2026-08-01 11:28:00,srv-web-01,Web Server,sa-east-1,31.76,45.4,15.52,27.85,0.004,0.115,216,53.0,None,0,0
2026-08-01 11:36:00,srv-web-01,Web Server,sa-east-1,25.37,43.33,17.87,29.77,0.009,0.004,151,50.5,None,0,0
2026-08-01 11:44:00,srv-web-01,Web Server,sa-east-1,22.84,43.57,15.62,33.08,0.03,0.012,183,47.9,None,0,0
2026-08-01 11:52:00,srv-web-01,Web Server,sa-east-1,24.15,42.71,9.86,28.51,0.041,0.011,175,52.3,None,0,0
2026-08-01 12:00:00,srv-web-01,Web Server,sa-east-1,27.88,41.35,14.28,31.05,0.042,0.005,146,51.4,None,0,0
2026-08-01 12:08:00,srv-web-01,Web Server,sa-east-1,27.83,44.18,15.09,32.39,0.044,0.005,166,51.4,None,0,0
2026-08-01 12:16:00,srv-web-01,Web Server,sa-east-1,26.48,41.13,21.51,29.7,0.068,0.008,134,49.7,None,0,0
2026-08-01 12:24:00,srv-web-01,Web Server,sa-east-1,19.87,44.47,10.48,33.57,0.032,0.011,157,49.4,None,0,0
2026-08-01 12:32:00,srv-web-01,Web Server,sa-east-1,23.39,44.09,16.67,32.27,0.09,0.032,142,50.5,None,0,0
2026-08-01 12:40:00,srv-web-01,Web Server,sa-east-1,26.34,40.29,10.1,31.54,0.006,0.036,152,51.8,None,0,0
2026-08-01 12:48:00,srv-web-01,Web Server,sa-east-1,23.33,41.96,17.79,28.09,0.013,0.016,177,51.1,None,0,0
2026-08-01 12:56:00,srv-web-01,Web Server,sa-east-1,26.07,45.13,25.11,32.06,0.008,0.049,105,49.8,None,0,0
2026-08-01 13:04:00,srv-web-01,Web Server,sa-east-1,22.94,43.4,19.34,28.57,0.003,0.018,135,48.7,None,0,0
2026-08-01 13:12:00,srv-web-01,Web Server,sa-east-1,21.83,40.91,11.83,32.12,0.033,0.013,162,50.3,None,0,0
2026-08-01 13:20:00,srv-web-01,Web Server,sa-east-1,21.99,44.59,13.79,30.24,0.027,0.018,178,49.3,None,0,0
2026-08-01 13:28:00,srv-web-01,Web Server,sa-east-1,24.8,46.51,13.48,33.61,0.011,0.034,165,52.1,None,0,0
2026-08-01 13:36:00,srv-web-01,Web Server,sa-east-1,27.02,40.49,12.93,29.47,0.1,0.003,147,52.3,None,0,0
2026-08-01 13:44:00,srv-web-01,Web Server,sa-east-1,25.38,40.9,18.41,31.17,0.066,0.022,169,51.7,None,0,0
2026-08-01 13:52:00,srv-web-01,Web Server,sa-east-1,24.42,40.3,18.59,30.35,0.008,0.017,120,52.1,None,0,0
2026-08-01 14:00:00,srv-web-01,Web Server,sa-east-1,24.43,44.5,16.52,29.97,0.015,0.035,149,50.3,None,0,0
2026-08-01 14:08:00,srv-web-01,Web Server,sa-east-1,22.94,42.7,17.42,28.93,0.017,0.026,142,49.9,None,0,0
2026-08-01 14:16:00,srv-web-01,Web Server,sa-east-1,29.41,43.6,21.39,26.9,0.087,0.019,148,53.5,None,0,0
2026-08-01 14:24:00,srv-web-01,Web Server,sa-east-1,22.42,45.77,27.65,29.12,0.083,0.083,134,52.0,None,0,0
2026-08-01 14:32:00,srv-web-01,Web Server,sa-east-1,29.64,42.27,13.97,29.26,0.018,0.007,119,51.4,None,0,0
2026-08-01 14:40:00,srv-web-01,Web Server,sa-east-1,23.86,43.62,23.74,27.8,0.01,0.06,168,50.4,None,0,0
2026-08-01 14:48:00,srv-web-01,Web Server,sa-east-1,23.67,44.39,10.28,30.53,0.189,0.005,147,51.2,None,0,0
2026-08-01 14:56:00,srv-web-01,Web Server,sa-east-1,24.72,47.58,12.62,28.68,0.01,0.004,126,52.3,None,0,0
2026-08-01 15:04:00,srv-web-01,Web Server,sa-east-1,28.54,42.11,11.55,30.66,0.068,0.005,146,50.2,None,0,0
2026-08-01 15:12:00,srv-web-01,Web Server,sa-east-1,28.83,46.35,12.55,28.91,0.088,0.062,147,52.5,None,0,0
2026-08-01 15:20:00,srv-web-01,Web Server,sa-east-1,25.57,46.72,14.62,28.06,0.019,0.006,138,53.3,None,0,0
2026-08-01 15:28:00,srv-web-01,Web Server,sa-east-1,21.29,43.48,15.32,32.0,0.026,0.018,126,51.2,None,0,0
2026-08-01 15:36:00,srv-web-01,Web Server,sa-east-1,25.33,46.38,18.21,28.87,0.064,0.021,158,51.7,None,0,0
2026-08-01 15:44:00,srv-web-01,Web Server,sa-east-1,26.5,45.14,22.09,30.85,0.007,0.043,132,51.6,None,0,0
2026-08-01 15:52:00,srv-web-01,Web Server,sa-east-1,26.82,41.54,16.91,28.73,0.071,0.014,140,51.6,None,0,0
2026-08-01 16:00:00,srv-web-01,Web Server,sa-east-1,17.67,44.33,18.18,33.81,0.061,0.002,140,50.8,None,0,0
2026-08-01 16:08:00,srv-web-01,Web Server,sa-east-1,21.91,43.47,17.87,29.82,0.004,0.055,122,50.4,None,0,0
2026-08-01 16:16:00,srv-web-01,Web Server,sa-east-1,25.82,41.09,15.37,28.01,0.017,0.019,118,51.7,None,0,0
2026-08-01 16:24:00,srv-web-01,Web Server,sa-east-1,27.36,42.8,11.81,33.14,0.013,0.117,95,49.0,None,0,0
2026-08-01 16:32:00,srv-web-01,Web Server,sa-east-1,23.23,41.99,9.35,30.76,0.003,0.023,98,51.6,None,0,0
2026-08-01 16:40:00,srv-web-01,Web Server,sa-east-1,23.78,42.69,23.57,27.16,0.02,0.006,127,50.9,None,0,0
2026-08-01 16:48:00,srv-web-01,Web Server,sa-east-1,20.46,43.47,7.95,32.15,0.08,0.013,136,50.3,None,0,0
2026-08-01 16:56:00,srv-web-01,Web Server,sa-east-1,23.11,43.62,17.29,31.88,0.006,0.001,131,51.3,None,0,0
2026-08-01 17:04:00,srv-web-01,Web Server,sa-east-1,20.6,45.38,10.56,32.78,0.009,0.014,128,49.0,None,0,0
2026-08-01 17:12:00,srv-web-01,Web Server,sa-east-1,23.66,41.59,11.58,25.36,0.0,0.002,112,47.7,None,0,0
2026-08-01 17:20:00,srv-web-01,Web Server,sa-east-1,14.97,44.1,17.61,29.95,0.061,0.001,98,48.1,None,0,0
2026-08-01 17:28:00,srv-web-01,Web Server,sa-east-1,20.3,40.62,21.06,30.82,0.033,0.0,127,47.2,None,0,0
2026-08-01 17:36:00,srv-web-01,Web Server,sa-east-1,19.25,41.45,8.4,28.46,0.034,0.023,106,50.1,None,0,0
2026-08-01 17:44:00,srv-web-01,Web Server,sa-east-1,24.81,44.32,13.57,27.69,0.049,0.041,141,51.7,None,0,0
2026-08-01 17:52:00,srv-web-01,Web Server,sa-east-1,23.38,41.66,19.72,29.34,0.024,0.021,161,50.8,None,0,0
2026-08-01 18:00:00,srv-web-01,Web Server,sa-east-1,17.22,41.73,11.4,29.75,0.149,0.008,130,48.1,None,0,0
2026-08-01 18:08:00,srv-web-01,Web Server,sa-east-1,19.21,46.43,21.5,29.73,0.01,0.112,116,49.5,None,0,0
2026-08-01 18:16:00,srv-web-01,Web Server,sa-east-1,21.24,40.7,11.44,25.48,0.081,0.026,102,51.8,None,0,0
2026-08-01 18:24:00,srv-web-01,Web Server,sa-east-1,14.6,39.88,13.71,30.87,0.023,0.026,140,48.0,None,0,0
2026-08-01 18:32:00,srv-web-01,Web Server,sa-east-1,18.08,44.08,15.72,25.58,0.097,0.005,149,50.7,None,0,0
2026-08-01 18:40:00,srv-web-01,Web Server,sa-east-1,16.29,43.18,14.79,29.22,0.008,0.005,110,50.0,None,0,0
2026-08-01 18:48:00,srv-web-01,Web Server,sa-east-1,20.19,41.77,16.05,22.96,0.018,0.018,100,48.3,None,0,0
2026-08-01 18:56:00,srv-web-01,Web Server,sa-east-1,13.55,44.5,9.72,29.31,0.14,0.012,110,46.3,None,0,0
2026-08-01 19:04:00,srv-web-01,Web Server,sa-east-1,21.37,41.5,4.14,27.72,0.038,0.025,98,49.6,None,0,0
2026-08-01 19:12:00,srv-web-01,Web Server,sa-east-1,16.57,46.1,13.7,29.4,0.035,0.041,99,48.4,None,0,0
2026-08-01 19:20:00,srv-web-01,Web Server,sa-east-1,17.25,42.27,15.3,28.6,0.002,0.003,123,48.7,None,0,0
2026-08-01 19:28:00,srv-web-01,Web Server,sa-east-1,17.58,38.71,16.12,29.15,0.024,0.014,156,48.8,None,0,0
2026-08-01 19:36:00,srv-web-01,Web Server,sa-east-1,21.0,40.41,14.48,26.32,0.14,0.002,87,52.2,None,0,0
2026-08-01 19:44:00,srv-web-01,Web Server,sa-east-1,16.27,42.65,15.64,29.38,0.116,0.023,161,48.5,None,0,0
2026-08-01 19:52:00,srv-web-01,Web Server,sa-east-1,17.46,44.12,16.7,30.72,0.01,0.022,141,47.5,None,0,0
2026-08-01 20:00:00,srv-web-01,Web Server,sa-east-1,17.63,40.85,10.73,28.97,0.082,0.031,139,49.5,None,0,0
2026-08-01 20:08:00,srv-web-01,Web Server,sa-east-1,15.55,43.92,16.88,25.82,0.066,0.029,90,50.0,None,0,0
2026-08-01 20:16:00,srv-web-01,Web Server,sa-east-1,15.7,42.39,9.95,28.28,0.016,0.009,137,47.4,None,0,0
2026-08-01 20:24:00,srv-web-01,Web Server,sa-east-1,12.59,38.27,7.51,25.57,0.01,0.002,137,48.7,None,0,0
2026-08-01 20:32:00,srv-web-01,Web Server,sa-east-1,13.49,46.17,15.51,27.53,0.029,0.013,60,45.8,None,0,0
2026-08-01 20:40:00,srv-web-01,Web Server,sa-east-1,19.32,46.49,17.41,29.28,0.067,0.025,113,49.7,None,0,0
2026-08-01 20:48:00,srv-web-01,Web Server,sa-east-1,15.95,41.97,6.62,27.56,0.027,0.006,68,47.1,None,0,0
2026-08-01 20:56:00,srv-web-01,Web Server,sa-east-1,16.07,44.56,14.88,24.95,0.05,0.006,68,48.2,None,0,0
2026-08-01 21:04:00,srv-web-01,Web Server,sa-east-1,17.22,40.3,10.72,25.39,0.049,0.002,51,49.3,None,0,0
2026-08-01 21:12:00,srv-web-01,Web Server,sa-east-1,15.08,43.01,11.22,30.76,0.002,0.02,93,48.9,None,0,0
2026-08-01 21:20:00,srv-web-01,Web Server,sa-east-1,15.19,42.08,6.5,26.68,0.038,0.011,59,47.4,None,0,0
2026-08-01 21:28:00,srv-web-01,Web Server,sa-east-1,12.38,43.6,8.45,30.47,0.044,0.002,68,50.0,None,0,0
2026-08-01 21:36:00,srv-web-01,Web Server,sa-east-1,10.61,42.53,13.01,28.78,0.01,0.002,89,46.8,None,0,0
2026-08-01 21:44:00,srv-web-01,Web Server,sa-east-1,18.02,45.93,6.98,25.19,0.036,0.014,67,51.0,None,0,0
2026-08-01 21:52:00,srv-web-01,Web Server,sa-east-1,20.41,40.94,12.54,31.16,0.013,0.002,72,48.5,None,0,0
2026-08-01 22:00:00,srv-web-01,Web Server,sa-east-1,12.16,39.72,9.79,26.35,0.003,0.032,92,45.5,None,0,0
2026-08-01 22:08:00,srv-web-01,Web Server,sa-east-1,15.49,43.41,2.0,28.62,0.016,0.022,127,48.8,None,0,0
2026-08-01 22:16:00,srv-web-01,Web Server,sa-east-1,11.77,41.8,12.29,28.0,0.008,0.023,89,45.6,None,0,0
2026-08-01 22:24:00,srv-web-01,Web Server,sa-east-1,13.77,40.26,5.76,30.3,0.044,0.032,57,47.5,None,0,0
2026-08-01 22:32:00,srv-web-01,Web Server,sa-east-1,18.32,42.13,20.98,28.6,0.004,0.028,87,48.9,None,0,0
2026-08-01 22:40:00,srv-web-01,Web Server,sa-east-1,16.48,43.59,5.41,25.14,0.004,0.055,38,49.2,None,0,0
2026-08-01 22:48:00,srv-web-01,Web Server,sa-east-1,10.07,37.98,11.23,32.77,0.101,0.014,85,46.7,None,0,0
2026-08-01 22:56:00,srv-web-01,Web Server,sa-east-1,17.09,41.33,10.59,28.42,0.062,0.007,78,47.9,None,0,0
2026-08-01 23:04:00,srv-web-01,Web Server,sa-east-1,15.7,40.23,9.36,27.75,0.041,0.035,82,49.4,None,0,0
2026-08-01 23:12:00,srv-web-01,Web Server,sa-east-1,18.64,42.84,9.24,25.13,0.02,0.003,67,49.0,None,0,0
2026-08-01 23:20:00,srv-web-01,Web Server,sa-east-1,13.94,42.79,8.81,28.72,0.015,0.014,58,47.7,None,0,0
2026-08-01 23:28:00,srv-web-01,Web Server,sa-east-1,9.47,42.91,16.79,30.18,0.007,0.001,76,48.4,None,0,0
2026-08-01 23:36:00,srv-web-01,Web Server,sa-east-1,14.2,41.22,6.05,27.13,0.047,0.001,86,48.0,None,0,0
2026-08-01 23:44:00,srv-web-01,Web Server,sa-east-1,15.19,43.97,13.86,24.76,0.03,0.011,47,48.0,None,0,0
2026-08-01 23:52:00,srv-web-01,Web Server,sa-east-1,9.56,38.58,11.81,29.25,0.059,0.0,67,43.6,None,0,0
2026-08-02 00:00:00,srv-web-01,Web Server,sa-east-1,11.74,42.53,2.0,28.1,0.0,0.006,81,48.0,None,0,0
2026-08-02 00:08:00,srv-web-01,Web Server,sa-east-1,14.07,40.07,15.09,27.41,0.004,0.013,70,46.9,None,0,0
2026-08-02 00:16:00,srv-web-01,Web Server,sa-east-1,13.06,44.9,2.25,24.51,0.025,0.031,65,48.9,None,0,0
2026-08-02 00:24:00,srv-web-01,Web Server,sa-east-1,11.56,45.11,12.51,26.76,0.002,0.046,136,46.5,None,0,0
2026-08-02 00:32:00,srv-web-01,Web Server,sa-east-1,16.3,42.37,15.65,30.86,0.003,0.015,93,47.8,None,0,0
2026-08-02 00:40:00,srv-web-01,Web Server,sa-east-1,20.79,42.08,7.33,28.12,0.003,0.0,48,48.7,None,0,0
2026-08-02 00:48:00,srv-web-01,Web Server,sa-east-1,17.98,40.65,3.95,28.83,0.008,0.002,112,49.9,None,0,0
2026-08-02 00:56:00,srv-web-01,Web Server,sa-east-1,17.31,40.48,2.11,30.77,0.009,0.003,116,49.5,None,0,0
2026-08-02 01:04:00,srv-web-01,Web Server,sa-east-1,15.47,45.75,6.03,29.63,0.156,0.018,121,48.9,None,0,0
2026-08-02 01:12:00,srv-web-01,Web Server,sa-east-1,15.82,43.79,7.47,26.11,0.105,0.005,57,46.1,None,0,0
2026-08-02 01:20:00,srv-web-01,Web Server,sa-east-1,21.2,39.88,8.23,27.25,0.087,0.021,105,49.2,None,0,0
2026-08-02 01:28:00,srv-web-01,Web Server,sa-east-1,13.49,42.39,8.14,31.03,0.074,0.026,101,49.2,None,0,0
2026-08-02 01:36:00,srv-web-01,Web Server,sa-east-1,14.79,39.55,11.44,26.53,0.068,0.005,115,48.2,None,0,0
2026-08-02 01:44:00,srv-web-01,Web Server,sa-east-1,15.32,44.96,10.7,33.05,0.014,0.017,104,48.7,None,0,0
2026-08-02 01:52:00,srv-web-01,Web Server,sa-east-1,18.85,43.12,8.86,25.42,0.0,0.006,80,48.3,None,0,0
2026-08-02 02:00:00,srv-web-01,Web Server,sa-east-1,12.4,42.98,17.97,28.68,0.038,0.004,116,46.7,None,0,0
2026-08-02 02:08:00,srv-web-01,Web Server,sa-east-1,14.07,41.96,5.77,29.2,0.127,0.009,65,47.4,None,0,0
2026-08-02 02:16:00,srv-web-01,Web Server,sa-east-1,17.18,41.28,18.4,27.13,0.087,0.018,52,46.7,None,0,0
2026-08-02 02:24:00,srv-web-01,Web Server,sa-east-1,9.43,44.24,7.09,33.07,0.041,0.001,127,49.0,None,0,0
2026-08-02 02:32:00,srv-web-01,Web Server,sa-east-1,22.11,44.16,15.05,29.16,0.013,0.035,68,50.2,None,0,0
2026-08-02 02:40:00,srv-web-01,Web Server,sa-east-1,14.42,41.19,13.49,29.91,0.062,0.015,61,47.8,None,0,0
2026-08-02 02:48:00,srv-web-01,Web Server,sa-east-1,12.64,38.66,9.69,27.79,0.036,0.027,65,49.8,None,0,0
